name,isin,bse,nse,series,url
Ballarpur Ind,INE294A01037,500102,BALLARPUR,,https://www.moneycontrol.com/india/stockpricequote/paper/ballarpurindustries/BI12
Balmer Invest,INE525F01017,532485,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/balmerlawrieinvestment/BLI01
Balrampur Chini,INE119A01028,500038,BALRAMCHIN,EQ,https://www.moneycontrol.com/india/stockpricequote/sugar/balrampurchinimills/BCM
Balu Forge Indu,INE011E01029,531112,BALUFORGE,EQ,https://www.moneycontrol.com/india/stockpricequote/machinetools/baluforgeindustries/BAL01
Balurghat Tech,INE654B01014,520127,BALURTRANS,,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/balurghattechnologies/BT08
Bambino Agro,INE921D01013,519295,,,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/bambinoagroindustries/BAI02
Banaras Beads,INE655B01011,526849,BANARBEADS,EQ,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/banarasbeads/BB03
Banas Finance,INE521L01030,509053,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/banasfinance/BFL02
Banco Products,INE213C01025,500039,BANCOINDIA,EQ,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/bancoproductsindia/BPI
Bandaram Pharma,INE875N01036,524602,,,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/bandarampharmapacktech/SM02
Bandhan Bank,INE545U01014,541153,BANDHANBNK,EQ,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/bandhanbank/BB09
Bang Overseas,INE863I01016,532946,BANG,EQ,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/bangoverseas/BO02
Bangalore Fort,INE578R01011,539120,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/bangalorefortfarms/BFF01
Bank of Baroda,INE028A01039,532134,BANKBARODA,EQ,https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/bankofbaroda/BOB
Bank of India,INE084A01016,532149,BANKINDIA,EQ,https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/bankofindia/BOI
Bank of Mah,INE457A01014,532525,MAHABANK,EQ,https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/bankmaharashtra/BM05
Banka Bioloo,INE862Y01015,0,BANKA,BE,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/bankabioloo/BB08
Bannari A Spg,INE186H01022,532674,BASML,EQ,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/bannariammanspinningmills/BAS01
Bannariamman,INE459A01010,500041,BANARISUG,EQ,https://www.moneycontrol.com/india/stockpricequote/sugar/bannariammansugars/BS07
Bansal Roofing,INE319Q01012,538546,,,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/bansalroofingproducts/BRP01
Bansal Wire Ind,INE0B9K01025,544209,BANSALWIRE,EQ,https://www.moneycontrol.com/india/stockpricequote/ironsteel/bansalwireindustries/BWI03
Bansisons Tea,INE856E01019,519353,,,https://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/bansisonsteaindustries/BTI
Banswara Syntex,INE629D01020,503722,BANSWRAS,EQ,https://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/banswarasyntex/BS01
Barak Vally Cem,INE139I01011,532916,BVCL,EQ,https://www.moneycontrol.com/india/stockpricequote/cementmajor/barakvallycements/BVC
Barbeque Nat,INE382M01027,543283,BARBEQUE,EQ,https://www.moneycontrol.com/india/stockpricequote/consumerfood/barbequenationhospitality/BNH
Baroda Extrusio,INE927K01023,513502,,,https://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/barodaextrusion/BE01
Baroda Rayon,INE461A01024,500270,BARODARAYN,,https://www.moneycontrol.com/india/stockpricequote/textilesmanmade/barodarayoncorporation/BRC
Baron Infotech,INE228B01017,532336,,,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/baroninfotech/BI17
Bartronics,INE855F01034,532694,BARTRONICS,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/bartronicsindia/BI21
Basant Agro Tec,INE473E01021,524687,,,https://www.moneycontrol.com/india/stockpricequote/fertilisers/basantagrotechindia/BAT
Basil Infra,INE465D01011,511210,,,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/basilinfrastructureprojects/BIP
Basilic Fly,INE0OCC01013,,BASILIC,ST,https://www.moneycontrol.com/india/stockpricequote/filmproductiondistributionentertainment/basilicflystudio/BFS
Bata India,INE176A01028,500043,BATAINDIA,EQ,https://www.moneycontrol.com/india/stockpricequote/leatherproducts/bataindia/BI01
Batliboi,INE177C01022,522004,BATLIBOI,,https://www.moneycontrol.com/india/stockpricequote/engineering/batliboi/B02
Baweja Studios,INE0JFJ01011,,BAWEJA,SM,https://www.moneycontrol.com/india/stockpricequote/filmproductiondistributionentertainment/bawejastudios/BSL04
Bayer CropScien,INE462A01022,506285,BAYERCROP,EQ,https://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/bayercropscience/BC12
Bazel Internati,INE217E01014,539946,,,https://www.moneycontrol.com/india/stockpricequote/bazelinternati/bazelinternational/BI29
Beacon Trustees,INE639X01027,,BEACON,SM,https://www.moneycontrol.com/india/stockpricequote/financeinvestment/beacontrusteeship/BTL03
Beardsell,INE520H01022,539447,BEARDSELL,EQ,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/beardsell/B06
Beckons Ind,INE955B01015,531937,,,https://www.moneycontrol.com/india/stockpricequote/printingstationery/beckonsindustries/BI20
Bectors Food,INE495P01012,543253,BECTORFOOD,EQ,https://www.moneycontrol.com/india/stockpricequote/consumerfood/mrsbectorsfoodspecialities/MBF01
Bedmutha Ind,INE844K01012,533270,BEDMUTHA,EQ,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/bedmuthaindustries/BI05
Bee-am Chemical,INE276N01011,524514,,,https://www.moneycontrol.com/india/stockpricequote/chemicals/beeamchemicals/BC03
Beekay Niryat,INE679E01015,539546,,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/beekayniryat/BN02
Beekay Steel,INE213D01015,539018,,,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/beekaysteelindustries/BSI07
Beeyu Overseas,INE052B01011,532645,,,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/beeyuoverseas/BO01
Bella Casa,INE344T01014,539399,,,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/bellacasafashionretail/BCF04
Bemco Hydraulic,INE142E01014,522650,,,https://www.moneycontrol.com/india/stockpricequote/pumps/bemcohydraulics/BHL01
Benara Bearings,INE495Z01011,541178,,,https://www.moneycontrol.com/india/stockpricequote/diversified/benarabearingspistons/BBP01
Benares Hotels,INE664D01019,509438,,,https://www.moneycontrol.com/india/stockpricequote/hotels/benareshotels/BH02
Benchmark Comp,INE0Q2Z01013,544052,,,https://www.moneycontrol.com/india/stockpricequote/itservicesconsulting/benchmarkcomputersolutions/BCSL
Bengal & Assam ,INE083K01017,533095,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/bengalassamcompany/BAC01
Bengal Steel,INE523W01017,512404,,,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/bengalsteelindustries/BSI06
Bengal Tea,INE665D01016,532230,,,https://www.moneycontrol.com/india/stockpricequote/textilescompositemills/bengalteafabrics/BTF03
Bentley Commerc,INE496M01017,512195,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/bentleycommercialenterprises/BCE01
Benzo Petro Int,INE981M01018,524737,,,https://www.moneycontrol.com/india/stockpricequote/chemicals/benzopetrointernational/BPI01
Berger Paints,INE463A01038,509480,BERGEPAINT,EQ,https://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/bergerpaintsindia/BPI02
Bervin Invest,INE348I01018,531340,,,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/bervininvestmentleasing/BIL
Beryl Drugs,INE415H01017,524606,,,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/beryldrugs/BD01
Beryl Securitie,INE508J01015,531582,,,https://www.moneycontrol.com/india/stockpricequote/financegeneral/berylsecurities/BS10
Best Agrolife,INE052T01013,539660,BESTAGRO,EQ,https://www.moneycontrol.com/india/stockpricequote/bestagrolife/bestagrolife/SCL11
Best Eastern,INE553F01035,508664,,,https://www.moneycontrol.com/india/stockpricequote/hotels/besteasternhotels/BEH
Best and Crompt,INE287A01015,500046,BECREL,,https://www.moneycontrol.com/india/stockpricequote/electricequipment/bestcromptonengineering/BCE
Beta Drugs,INE351Y01019,0,BETA,SM,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/betadrugs/BD04
Beta-Kappa,INE367F01014,531481,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/betakappainvestments/BKI
Betex,INE765L01017,512477,,,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/betexindia/BI16
Bha. Bond-2023,INF754K01KN4,542908,EBBETF0423,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/bharatbondetfapril2023/EBBET16222
Bha. Bond-2030,INF754K01KO2,542909,EBBETF0430,EQ,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/bharatbondetfapril2030/EBBET16253
Bhageria Indu,INE354C01027,530803,BHAGERIA,EQ,https://www.moneycontrol.com/india/stockpricequote/dyespigments/bhageriaindustries/BD02
Bhagiradh Chem,INE414D01027,531719,BHAGCHEM,EQ,https://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/bhagiradhchemicalsindustries/BCI01
Bhagwati Auto,INE106G01014,504646,,,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/bhagwatiautocast/BA01
Bhagwati Gases,INE099C01010,500051,BAGWATIGAS,,https://www.moneycontrol.com/india/stockpricequote/chemicals/bhagwatigases/BG
Bhagwati Oxygen,INE026I01010,509449,,,https://www.moneycontrol.com/india/stockpricequote/chemicals/bhagwatioxygen/BO
Bhagyanagar Ind,INE458B01036,512296,BHAGYANGR,EQ,https://www.moneycontrol.com/india/stockpricequote/cablestelephone/bhagyanagarindia/BI23
Bhagyanagar Pro,INE363W01018,540621,BHAGYAPROP,,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/bhagyanagarproperties/BP13
Bhagyashree Lea,INE655F01012,511698,,,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/bhagyashreeleasingfinance/BLF03
Bhakti Gems,INE986W01016,540545,,,https://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/bhaktigemsjewellery/BGJ01
Bhandari Hosier,INE474E01029,512608,BHANDARI,EQ,https://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/bhandarihosieryexports/BHE02
Bhanderi Infra,INE336Q01016,538576,,,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/bhanderiinfracon/BI15
Bhanot Const,INE484K01017,534740,,,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/bhanotconstructionhousing/BCH01
Bhansali Eng,INE922A01025,500052,BEPL,EQ,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/bhansaliengineeringpolymers/BEP
Bharat 22 ETF,INF109KB15Y7,540787,ICICIB22,EQ,https://www.moneycontrol.com/india/stockpricequote/bharat22etf/bharat22etficiciprudentialamc/ICI15
Bharat Agri,INE842D01029,531862,,,https://www.moneycontrol.com/india/stockpricequote/fertilisers/bharatagrifertrealty/BF02
Bharat Bhushan,INE900A01013,511501,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/bharatbhushansharecommoditybrokers/BBS02
Bharat Bijlee,INE464A01036,503960,BBL,EQ,https://www.moneycontrol.com/india/stockpricequote/electricequipment/bharatbijlee/BB
Bharat Dynamics,INE171Z01026,541143,BDL,EQ,https://www.moneycontrol.com/india/stockpricequote/defence/bharatdynamics/BDL01
Bharat Elec,INE263A01024,500049,BEL,EQ,https://www.moneycontrol.com/india/stockpricequote/bharatelec/bharatelectronics/BE03
Bharat Fin,INE180K01011,533228,BHARATFIN,,https://www.moneycontrol.com/india/stockpricequote/financegeneral/bharatfinancialinclusion/SM11
Bharat Forge,INE465A01025,500493,BHARATFORG,EQ,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/bharatforge/BF03
Bharat Gears,INE561C01019,505688,BHARATGEAR,EQ,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/bharatgears/BG01
Bharat Gears RE,LNE561C20019,750680,BGEAR-RE,,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/bharatgearsre/BGR
Bharat Highways,INE0NHL23019,544137,BHINVIT,IV,https://www.moneycontrol.com/india/stockpricequote/constructioninfrastructure/bharathighwaysinvit/BHI01
Bharat Immuno,INE994B01014,524663,,,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/bharatimmunologicalsbiologicalscorporation/BIB
Bharat Parenter,INE365Y01019,541096,,,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/bharatparenteralslimited/BPLPH54109
Bharat Rasayan,INE838B01013,590021,BHARATRAS,EQ,https://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/bharatrasayan/BR01
Bharat Road Net,INE727S01012,540700,BRNL,BE,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/bharatroadnetwork/BRN
Bharat Seats,INE415D01024,523229,,,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/bharatseats/BS03
Bharat Texts,INE201N01019,531029,,,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/bharattextilesandproofing/BTA
Bharat Wire Rop,INE316L01019,539799,BHARATWIRE,EQ,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/bharatwireropes/BWR01
Bharati Def,INE673G01013,532609,BHARATIDIL,,https://www.moneycontrol.com/india/stockpricequote/shipping/bharatidefenceinfrastructure/BS13
Bharatiya Glob,INE224M01013,533499,BGLOBAL,,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/bharatiyaglobalinfomedia/BGI03
Bharti Air PP,IN9397D01014,890157,AIRTELPP,E1,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsservices/bhartiairtelpp/BAP
Bharti Air RE,INE397D20024,750673,AIRTEL-RE,,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsservices/bhartiairtelre/BAR01
Bharti Airtel,INE397D01024,532454,BHARTIARTL,EQ,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/bhartiairtel/BA08
Bharti Hexacom,INE343G01021,544162,BHARTIHEXA,EQ,https://www.moneycontrol.com/india/stockpricequote/telecommunicationequipment/bhartihexacom/BHL02
Bhartiya Inter,INE828A01016,526666,BIL,BE,https://www.moneycontrol.com/india/stockpricequote/leatherproducts/bhartiyainternational/BI06
Bhaskar Agroche,INE972C01018,524534,,,https://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/bhaskaragrochemicals/BA02
Bhatia Colour,INE0KQ001017,543497,,,https://www.moneycontrol.com/india/stockpricequote/specialitychemicals/bhatiacolourchem/BCC01
Bhatia Communic,INE341Z01025,540956,,,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/bhatiacommunicationsretailindialtd/BCR
Bheema Cements,INE333H01020,518017,,,https://www.moneycontrol.com/india/stockpricequote/bheemacements/bheemacements/BC16
Bhilwara Spin,INE436C01014,514272,,,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/bhilwaraspinners/BS04
Bhilwara Tech,INE274K01012,533108,,,https://www.moneycontrol.com/india/stockpricequote/textilescottonblended/bhilwaratechnicaltextiles/BTT
Bhor Wavelock,INE181D01014,524055,,,https://www.moneycontrol.com/india/stockpricequote/packaging/bhorwavelockindustries/BWI01
Bhoruka Alum,INE866G01013,506027,,,https://www.moneycontrol.com/india/stockpricequote/aluminium/bhorukaaluminium/BA03
Bhudevi Infra,INE432N01010,526488,,,https://www.moneycontrol.com/india/stockpricequote/bhudeviinfra/bhudeviinfraprojects/N05
Bhuvan Tripura,INE604B01027,524725,,,https://www.moneycontrol.com/india/stockpricequote/chemicals/bhuvantripuraindustries/BTI01
Bhuwalka Steel,INE069C01013,513333,BUWALKASTL,,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/bhuwalkasteelindustries/BSI03
Bigbloc Constru,INE412U01025,540061,BIGBLOC,EQ,https://www.moneycontrol.com/india/stockpricequote/bigblocconstru/bigblocconstruction/BC19
Bihar Sponge,INE819C01011,500058,BIHARSPONG,,https://www.moneycontrol.com/india/stockpricequote/steelspongeiron/biharspongeiron/BSI04
Bijoy Hans,INE491D01017,524723,,,https://www.moneycontrol.com/india/stockpricequote/trading/bijoyhans/BH05
Bikaji Foods,INE00E101023,543653,BIKAJI,EQ,https://www.moneycontrol.com/india/stockpricequote/consumerfood/bikajifoodsinternational/BFI01
Bil Energy,INE607L01029,533321,BILENERGY,,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/bilenergysystems/BES01
Bilcare,INE986A01012,526853,,,https://www.moneycontrol.com/india/stockpricequote/packaging/bilcare/B04
Billwin Ind,INE0CRS01012,543209,,,https://www.moneycontrol.com/india/stockpricequote/diversified/billwinindustrieslimited/BIL04
Bilpower,INE952D01018,531590,BILPOWER,,https://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/bilpower/B03
Bimetal Bearing,INE469A01019,505681,BIMETAL,,https://www.moneycontrol.com/india/stockpricequote/bearings/bimetalbearings/BB04
Binani Ind,INE071A01013,500059,BINANIIND,EQ,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/binaniindustries/BI10
Binayaka Tex,INE626H01019,523054,,,https://www.moneycontrol.com/india/stockpricequote/binayakatex/binayakatexprocessors/BTP
Bindal Exports,INE564V01013,540148,,,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/bindalexports/BE07
Binny,INE118K01011,514215,,,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/binny/B01
Binny Mills,INE160L01011,535620,,,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/binnymills/BM06
Bio Green Ind,INE756D01013,512253,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/biogreenindustries/BGI01
Bio Green Paper,INE958L01018,534535,,,https://www.moneycontrol.com/india/stockpricequote/paper/biogreenpapers/BGP
Biocon,INE376G01013,532523,BIOCON,EQ,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/biocon/BL03
Biofil Chem,INE829A01014,524396,BIOFILCHEM,EQ,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/biofilchemicalspharmaceuticals/BCP
Biogen Pharmach,INE703D01023,531752,,,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/biogenpharmachemindustries/WO
Biopac India,INE998A01017,532330,,,https://www.moneycontrol.com/india/stockpricequote/plastics/biopacindiacorporation/BIC01
Birdhi Chand,INE795P01023,538364,,,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/birdhichandpannalalagencies/BCP01
Birla Cable,INE800A01015,500060,BIRLACABLE,EQ,https://www.moneycontrol.com/india/stockpricequote/cablestelephone/birlacable/BEO
